trialIndexGlobal,timestampMs,mouseX,mouseY
50,98803,957,354
50,98904,957,354
50,99020,957,354
50,99120,957,354
50,99236,957,354
50,99336,957,354
50,99453,954,357
50,99569,876,398
50,99670,840,398
50,99770,834,413
50,99886,826,424
50,100003,842,424
50,100119,964,477
50,100236,1007,540
50,100337,874,600
50,100453,794,614
50,100554,790,610
50,100669,771,610
50,100770,766,611
50,100870,766,611
50,100925,766,611
51,100971,766,611
51,101087,766,611
51,101204,766,611
51,101304,766,611
51,101404,766,611
51,101520,766,611
51,101621,766,611
51,101737,766,611
51,101853,766,611
51,101969,845,459
51,102070,890,440
51,102186,954,440
51,102286,996,440
51,102403,1015,436
51,102503,1058,428
51,102604,1075,424
51,102704,1075,423
51,102809,1075,423
52,102820,1075,423
52,102936,1075,423
52,103036,1075,423
52,103137,1075,423
52,103237,1075,423
52,103354,1075,423
52,103470,1075,423
52,103586,981,464
52,103687,846,458
52,103803,818,449
52,103903,853,447
52,104004,881,436
52,104120,940,370
52,104221,965,384
52,104337,734,420
52,104454,591,424
52,104570,571,417
52,104686,780,369
52,104787,1064,392
52,104887,1104,402
52,105003,1039,529
52,105103,870,578
52,105203,736,602
52,105304,630,607
52,105420,638,612
52,105537,808,622
52,105653,889,649
52,105770,672,612
52,105870,420,592
52,105970,494,548
52,106070,802,427
52,106187,854,320
52,106303,872,271
52,106420,1010,340
52,106536,1066,462
52,106637,1068,521
52,106754,1071,551
52,106869,973,573
52,106970,729,546
52,107086,580,504
52,107187,497,541
52,107287,524,522
52,107403,1007,391
52,107503,914,542
52,107520,841,589
53,107604,660,722
53,107720,614,760
53,107836,578,756
53,107936,548,762
53,108037,598,729
53,108153,738,677
53,108270,740,677
53,108370,740,677
53,108470,740,677
53,108587,740,677
53,108687,740,677
53,108804,826,451
53,108919,856,438
53,109037,960,434
53,109153,940,443
53,109253,658,535
53,109353,620,551
53,109470,615,548
53,109586,682,523
53,109687,688,523
53,109804,688,523
53,109851,688,523
54,109920,688,523
54,110020,688,523
54,110137,688,523
54,110237,688,523
54,110337,688,523
54,110438,688,523
54,110554,688,523
54,110670,725,508
54,110786,880,478
54,110887,913,484
54,111003,916,517
54,111103,927,526
54,111221,1032,492
54,111336,1093,448
54,111453,1112,442
54,111569,1014,491
54,111670,934,494
54,111786,974,460
54,111887,1186,355
54,112003,1234,319
54,112119,1253,298
54,112220,1260,289
54,112320,1262,287
54,112436,982,483
54,112537,718,549
54,112653,620,546
54,112753,592,546
54,112853,729,543
54,112970,816,568
54,113086,824,575
54,113186,841,574
54,113286,856,570
54,113386,859,570
54,113503,859,570
54,113506,859,570
55,113603,859,570
55,113703,859,570
55,113803,859,570
55,113903,859,570
55,114003,859,570
55,114103,859,570
55,114204,859,570
55,114319,859,570
55,114420,818,502
55,114520,819,466
55,114620,846,437
55,114736,885,376
55,114853,904,341
55,114969,905,335
55,115069,898,303
55,115171,894,302
55,115286,648,480
55,115403,548,514
55,115519,540,513
55,115620,613,488
55,115720,618,486
55,115836,619,485
55,115953,619,485
55,115979,619,485
56,116054,619,485
